country,year,pop,continent,lifeExp,gdpPercap
Freedom Mine,2003,409,ND,15928841,2016
Nichol Auger Mine,2018,2,PA,3510,154
No. 7,2006,40,WV,176402,2437
K-4 Mine,2010,16,KY,52836,2532
Elk County Mine,2007,2,PA,3596,1164
Auger #2,2006,4,PA,9034,1046
"Bell Resources, Inc",2010,11,PA,42632,2466
Savage Mine,2003,12,MT,368867,1691
"Corbin Project, LLC",2003,8,KY,78300,3248
Viper Mine,2012,262,IL,2108054,2175
King #1,2005,16,PA,122102,2225
Lively Grove Mine,2015,404,IL,5953533,2249
Roy #2,2005,3,PA,938,124
Somerset Co Surface,2004,18,PA,163750,2342
Job-17 West,2001,111,KY,1746347,2455
Abundance # 1,2012,22,KY,22957,693
E4-2,2009,170,KY,1023195,2607
Round Bottom Surface  Mine,2012,16,KY,6439,1357
Mine #3,2013,53,KY,62750,2204
Parrish Mine,2011,6,AL,6929,710
Meredyth Mine,2008,16,AL,113875,2123
Mine No. 1,2002,14,VA,137745,2181
Leer Mine,2018,402,WV,2753277,1867
Pocahontas Mine ,2009,39,WV,84239,1793
Fourmile Fork,2013,52,WV,372530,2484
AG4 Sawmill Hollow #2,2012,26,VA,91411,1414
D. and D. Strip,2004,7,OH,16616,2353
Prime No. 1 Mine,2005,43,WV,464877,2214
Shean Hill Mine,2015,17,OH,118003,2252
#1,2018,25,VA,97504,2084
Mine No. 39,2011,133,WV,423642,2586
#44,2000,10,VA,78764,2140
Rosebud Mine&Crusher/Conveyor,2012,335,MT,8018098,1890
S-4 Calloway North,2014,13,KY,45396,2916
Pe Southern Pike Co,2006,34,KY,481597,2787
Johns Creek Energy,2005,35,KY,268912,1318
D-14 Stillhouse,2009,91,KY,572505,2518
Buffalo No 7,2002,30,KY,393446,2717
Feds Creek #1,2011,7,KY,36551,2752
Republic Energy,2006,82,WV,1072261,2532
Premium,2002,50,KY,247756,2353
Buck Creek No. 1,2006,26,KY,194720,2379
Mine No. 1,2013,84,IL,185566,2170
Titus Mine,2003,25,PA,139817,2192
No 1 Surface,2000,13,WV,49103,1213
Stitt,2009,2,PA,5511,304
3166,2017,3,WV,8848,960
Blue Ridge Mining,2012,2,PA,87,210
Stark Pits,2011,12,OH,172585,2662
Snyder Mine,2017,54,OH,651500,2220
Cordero Rojo Mine,2010,598,WY,38499809,2022
Rawhide Mine,2003,28,WY,3632940,1987
N & L Slope,2000,2,PA,4174,770
Littleton Mine,2001,9,AL,92034,2536
#8 Wallins Creek Strip,2012,2,KY,8384,1155
Parkway Mine,2016,62,KY,474857,2147
Road Creek Mine #1,2004,1,KY,8823,650
RB #10,2002,21,KY,172452,2031
LE 14,2002,3,KY,5800,150
#2,2002,4,KY,3174,526
Brown #5,2002,5,PA,2506,521
Cravat Strip-Belmont,2004,31,OH,291020,2681
Log Creek Surface,2015,48,IN,697274,2424
Phoenix No 6,2009,55,OK,179970,2047
Darby Road Mine #1,2011,46,VA,197873,2744
Tamburlin Strip,2003,24,PA,170580,2872
D-6 North Fork,2008,46,VA,450213,2570
Still Run No 5,2000,28,WV,452356,2278
White Flame Surface Mine,2010,54,WV,743162,2498
Dry Fork Mine,2011,71,WY,5776092,2128
Buckingham Mine #2,2005,70,OH,1148579,2124
Sands #1,2008,9,OH,9001,166
Kimble #1,2011,13,OH,194587,2879
Cottonwood Creek Mine,2004,11,MO,209897,1651
Foster South,2007,3,MO,69630,2609
1,2008,30,KY,35293,648
Onton #9 ,2013,239,KY,2367700,2790
Highwall Miner #2,2018,3,AL,5102,571
No. 7,2012,27,KY,54608,1078
Access Energy,2013,49,KY,293401,2734
Cm&E #3,2009,31,KY,149468,2721
Rockhouse E-3 Mine,2005,28,KY,119696,1404
Friendsville Mine,2012,94,IL,1439028,2549
Freelandville Mine,2011,24,IN,341691,2476
Walter L Houser Strip,2006,6,PA,44165,2327
#11 Notomine,2000,23,WV,141210,2504
Kingston No 1,2001,71,WV,719606,2736
Rockhouse Mine,2008,2,VA,13121,334
Mine No. 1,2014,23,WV,224128,3077
Cedar Grove #2 Mine,2017,63,WV,495961,2393
Eagle Pass Mine,2018,198,TX,1579731,1814
Red Ash Highwall Miner,2011,19,WV,158159,2132
War Branch No 1 Mine,2005,49,WV,154969,1974
T M I Reclamation,2000,3,KY,9077,566
RCR #1,2000,20,VA,282532,2513
RB #12,2005,26,KY,160778,2239
E3-1,2009,138,KY,850143,2709
Mount Sterling Branch,2009,92,KY,812132,2613
D-1 Mine,2012,11,KY,30921,2038
Surface #4,2018,12,KY,31405,1574
#3 Mine,2002,65,WV,553913,2088
Decker Mine,2010,138,MT,2966904,1887
Panther Creek Mine,2003,9,MO,344841,2309
Federal Hill Mine,2006,3,MD,9305,525
Deep Mine 37,2009,21,VA,54160,2025
Auger #1 Ed Coal Inc,2009,2,WV,2224,528
Mine No 3,2003,9,WV,62692,1890
Eckman Surface Mine,2018,104,WV,476292,1980
No 4 Mine,2003,5,WV,17143,381
Hazy Creek Lower Cedar Grove Mine,2003,8,WV,38010,866
Wilson Strip #6,2003,69,WV,1217545,2646
Lykens #4,2011,3,PA,6594,1550
No. 1 Surface,2008,3,MD,9134,1571
Medicine Bow Mine,2000,27,WY,372615,1897
MC#1 Mine,2013,204,IL,6493536,2446
No 1,2001,38,WV,612136,2158
Leach Mountain,2005,36,TN,260230,3583
Mine No 3,2000,33,VA,496277,2349
Lens Creek Mine No 1,2002,29,WV,228467,2300
Knob Creek,2016,16,PA,170446,1934
Barrett Mine,2018,33,PA,268469,1721
Timbertree,2006,28,KY,207523,1794
No. 1,2013,25,KY,172554,1873
No. 1,2010,197,KY,1742161,2660
Johnson Branch #2,2010,34,KY,48590,776
Jarisa Cave Spur Mine,2003,34,KY,393208,2508
#10,2010,13,KY,83079,2311
Sugar Town Mine,2009,24,AL,158530,2632
Deep Mine # 3 ,2001,52,VA,353389,2220
No 1,2001,34,VA,239442,2287
No. 1 Mine,2006,10,KY,40856,2673
Mine #16,2007,50,KY,393426,2474
#1 Strip Mine,2008,15,KY,58568,2127
Choctaw Mine,2018,48,AL,150852,2161
No. 68,2002,147,KY,1452920,2507
Powhatan Mine,2009,18,AL,53496,2014
Carbon Hill Mine,2014,30,AL,90378,2259
Narley Mine,2017,8,AL,10594,2648
Beth #2,2016,2,PA,2054,513
No. 2,2008,30,VA,116157,2425
R251 (Flat Rock Surface),2012,14,VA,11262,1965
Mine No. 1,2011,12,WV,82274,3053
Seven Pines,2007,66,WV,1187472,2573
Clearfield Co Strips,2011,66,PA,431549,2646
No. 26 Strip,2018,26,VA,98825,1399
Southern Gap,2015,12,VA,8063,658
Benezette Operation,2013,3,PA,21374,1515
Cherry Tree Mine,2016,3,PA,26619,296
No. 77,2015,53,KY,253601,2102
Auger #1,2015,3,PA,15374,1196
Viper Mine,2011,260,IL,2098366,2021
Reichard Strips,2010,7,PA,33300,2470
Mine No. 5,2006,15,VA,88426,2426
Eagle Hill Strip,2000,5,PA,16169,2438
No 1,2000,13,WV,94221,2559
Brockton Stripping,2005,2,PA,2270,1807
Lisbon Mine,2011,16,OH,84040,2763
Bailey Mine,2013,1142,PA,11321481,2466
Miller Mine,2006,23,PA,94002,1894
Wyodak Mine,2010,95,WY,5930614,2132
Mine No. 4,2004,13,VA,99933,2408
Mine #3,2000,32,KY,167423,1988
Billy Strip Mine Snyder Pit 5 & 6,2001,6,PA,8317,1030
S A M #7,2001,10,KY,85735,2240
Mine No 4,2001,32,KY,205190,1419
Auger Mine No 28,2016,2,KY,848,153
W & F Contract Augering Inc,2010,3,KY,1454,1165
Redhawk #6 ,2015,40,KY,405719,2084
Big Branch Mine,2003,28,KY,215502,2539
No 3,2003,22,KY,164819,1232
Doty Creek,2012,37,KY,340086,2716
Bloom 2,2002,2,PA,3011,1165
E4-1,2002,33,KY,20714,534
MSD Mining #1,2002,39,TN,275213,1758
Schaney Mining (Strip),2003,2,OH,737,65
Auger #1,2011,6,OH,9570,145
E N Z Mining,2008,10,OH,4024,46
Gibson South,2017,279,IN,5955676,2876
Fossil #1,2014,1,PA,4174,480
#1,2001,14,KY,41979,1754
Dolet Hills Lignite Company,2010,245,LA,3929434,2152
Lick Fork Mine #1,2014,12,KY,15966,1970
Hubbs Holllow,2016,20,KY,39350,937
No 24,2017,6,KY,47754,3104
Pe Southern Pike Co,2003,30,KY,439749,2750
No 3,2011,16,KY,42594,945
D-14 Stillhouse,2012,89,KY,399922,2059
Wynn Branch #1,2002,35,KY,553576,2762
Condor Mine,2002,2,PA,8231,1128
Dundas Job,2017,3,OH,3986,1582
Surface Mine No. 1,2015,5,VA,34273,2418
Skyway III Mine,2018,13,WV,14550,2111
East Brookwood Mine,2006,63,AL,505266,2619
M & M ENERGY LLC,2009,2,VA,8174,1252
Seven Pines,2014,80,WV,1042546,2317
T J #1,2007,2,PA,657,40
Stitt,2007,2,PA,7680,546
Briar Mountain Surface Mine,2012,42,WV,355980,1950
Blue Knob Surface Mine,2014,56,WV,408495,2542
No 1,2012,11,WV,38225,2105
Eckman Surface Mine,2006,40,WV,461097,2574
Cabin Run,2011,10,MD,47386,2258
Hobet Mine,2005,306,WV,3926733,2316
Mercury Slope,2003,5,PA,12824,1427
Bertovich Surface Mine,2016,3,PA,21160,1338
Tatum Strip Mine,2005,51,TX,1502979,2567
Condor Mine,2003,2,PA,26205,1720
Armstrong Co Strips,2012,16,PA,199997,2005
Titus Mine,2008,32,PA,158595,2025
K K Strip,2018,2,PA,9361,1404
Deep Mine #26,2010,270,VA,1642479,2340
Air Quality Hart Street South,2000,124,IN,1506550,2076
AG4 Sawmill Hollow #2,2000,13,VA,21225,322
Jade Mine,2001,8,KY,197645,1237
Sassafras 10,2001,17,KY,30744,517
Auger Mine No. 34,2013,2,KY,7637,862
No. 88,2015,40,KY,211619,2239
Midway ,2015,78,KY,1062763,1974
Shoal Creek Mine,2014,416,AL,1803117,2155
Strip #3,2004,2,OH,5493,612
Farmersburg Mine,2007,223,IN,3514436,2499
Clair C Mcgovern Coal Co,2000,1,PA,2233,310
Bell Corp,2000,2,PA,12985,2032
Center Creek Mine,2012,14,KY,83347,2588
Charolais Mine #3,2003,37,KY,291593,1950
Midway ,2014,84,KY,1293318,2194
Larue,2010,5,KY,3898,573
Sugarloaf,2002,20,KY,17595,605
Sugar Town Mine,2007,19,AL,145782,2462
Brier Hill,2010,4,PA,3539,1801
Dugout Canyon Mine,2013,74,UT,561121,1887
Pine Branch 1 ,2014,54,VA,219628,2385
Gobco #12,2018,7,VA,148330,1552
Tallmans Run Mine No.1,2009,42,WV,72808,465
Midland Trail Mine No 2,2014,30,WV,112418,2293
No. 4 Mine,2011,70,WV,422255,2071
Usibelli,2016,89,AK,932122,1942
Short Bros I,2004,3,PA,35177,1925
Straight Creek #1 Mine,2005,22,KY,20644,1451
No 8,2014,12,VA,51994,2252
Castle Mine,2006,125,WV,1163701,3175
Grapevine South Surface Mine,2016,21,WV,238384,2266
Fisher Mining Company,2012,28,PA,216357,2654
No 2,2005,8,VA,1915,907
Mine #3,2003,10,VA,21210,407
Tiller No 1,2013,108,VA,431591,2341
HWM JOB #27,2001,12,IN,265833,1384
North Fork,2013,39,PA,69697,1482
No. 3,2001,6,WV,12404,1402
Bayonet #1,2001,10,KY,595081,1763
Day Branch,2015,27,KY,129367,1798
Job 51,2012,33,KY,249566,2346
17 South,2003,48,KY,185219,1340
No 4 Mine,2002,306,AL,2816828,2177
Trapper Mine,2004,139,CO,1849302,2078
Viper Mine,2014,247,IL,2141184,1940
"Coal Loaders, Inc.",2012,16,PA,75831,2437
"River Hill Coal Co., Inc.",2016,18,PA,40194,1539
Center Mine,2005,125,ND,4367952,1752
Mine No. 5,2004,13,VA,141371,2261
Cardinal,2001,124,KY,1922093,2620
Caretta #1 Mine,2001,11,WV,87002,1963
Pinnacle Mine,2002,503,WV,3527252,2127
Lower Pete Branch Alma Mine,2010,23,WV,249887,2739
Southern Crescent Mine,2005,12,VA,46536,1488
Kosse Strip,2015,309,TX,8114714,2118
Still Run No. 4,2001,38,WV,293646,2186
SHM-35 ,2014,8,WV,58650,1260
Hazard Job #6,2007,21,KY,147475,1800
East Mac & Nellie,2012,99,KY,1036710,2346
Copeland Seam,2006,7,KY,4408,480
Upper Second Creek Mine,2017,8,KY,188385,2957
3130,2006,3,PA,24564,2300
Fork Creek No 10 Mine,2012,89,WV,624085,2472
Adrian #1 Deep Mine,2004,14,WV,3166,448
Kuperavage Ent Inc/TA Tuscarora Coal ,2011,5,PA,24831,2042
Riola Complex Vermilion Grove Portal,2007,124,IL,1375378,2530
#1 Strip,2007,3,KY,48648,3010
No. 77,2005,47,KY,387941,2889
K-4 Mine,2006,9,KY,77962,2659
Titus Mine,2005,25,PA,153229,2106
Fisher Mining Company,2013,28,PA,228232,2762
King II,2008,18,CO,155665,2386
#1 Auger,2006,4,VA,12779,728
Cedar Grove Mine,2001,33,WV,256023,2001
Allegheny Strips,2009,6,PA,13415,1155
No 1 Stripping,2017,4,PA,5994,375
Spring Creek Coal Company,2001,118,MT,9664986,1899
Maple Creek North,2017,28,KY,65065,2547
No 1,2002,14,TN,16843,405
CVB No 1,2010,76,KY,752118,2551
Mine #3,2005,9,KY,21120,1340
No. 1 Surface Mine,2005,32,KY,188215,2654
Mine # 2,2002,14,KY,78980,881
Mine No 3,2002,154,KY,1285370,2596
Vision #9,2002,55,KY,631344,2399
Freelandville East,2016,2,IN,2136,330
Phoenix Mine,2008,22,OK,168484,2511
Poplar Springs,2012,59,AL,372942,2555
Gibson Mine,2005,244,IN,3438383,2530
Tams No.1 Surface Mine,2012,42,WV,136556,2339
Rider #1,2004,21,WV,69300,1878
Slip Ridge Cedar Grove Mine,2016,135,WV,418137,2202
Dry Branch Surface No 1,2008,7,WV,31339,2298
Callisto Mine,2007,38,WV,244830,3151
Hackney Creek Hagy,2014,59,VA,16295,209
Washington Mine,2018,104,WV,376283,1896
Double Camp No. 1,2009,30,WV,99431,2129
Mine No  5,2004,31,WV,81811,958
No 6,2008,41,WV,254393,1973
Mine 5,2007,8,WV,20258,396
Seven Pines,2018,39,WV,236016,1868
Guyan Mine,2009,200,WV,2457300,2554
Guyan Mine,2016,10,WV,40782,2097
Kelly Mine,2009,6,OH,47685,2109
Wadesville P-33,2018,28,PA,169553,1449
D-19,2008,9,VA,58679,1688
Mine No 1,2000,9,VA,39655,1698
No. 4,2001,23,KY,154859,1761
Jims Branch No 3a,2001,34,WV,244382,2311
Strip #11,2002,68,VA,772569,2871
"Black Castle Mining Company, LLC",2002,119,WV,2508078,2700
Kraynak No 3,2006,3,PA,1150,100
South Hallsville No 1 Mine,2014,318,TX,4461433,2123
Williams Iii,2000,11,WV,41282,666
Guest Mountain Mine No 2,2000,42,VA,323972,2494
Mine No 4,2005,18,VA,219131,2259
Lee Ranch Coal Mine,2000,237,NM,5080836,2068
Browns Fork Mine,2007,3,KY,26363,2111
No 2,2008,5,KY,18728,1399
Highwall Miner #64,2011,12,KY,196201,3110
S-18 Seng Branch,2016,7,KY,59728,1351
Wiley Miller Mine,2015,13,KY,37414,1205
Bent Mountain Surface Mine #2,2006,99,KY,1087503,2424
Keck Strips,2012,4,PA,15134,1672
Dutch Run,2018,17,PA,121646,1943
Wild Boar Mine,2017,155,IN,2674571,2218
Straight Creek Surface Mine #1,2015,24,TN,137138,2595
S-25 Foresters Spur,2001,25,KY,181452,2508
Jones Fork,2008,27,VA,183441,2425
Dingess Chilton Mine,2010,70,WV,474349,1830
Parker Peerless Mine,2009,75,WV,613365,2293
S-23 Harmonds Branch,2011,23,KY,82831,2747
County Line Mine,2005,29,KY,71505,677
No. 75,2011,105,KY,414200,2668
No 10 Slope,2002,4,PA,5881,942
No. 3,2002,16,TN,5161,482
Mine #1,2002,8,KY,4800,402
Tunnel Ridge Mine,2014,434,WV,5627411,2110
American Eagle Mine,2015,377,WV,1859734,2009
HWM # 36,2018,22,WV,105173,1330
Absaloka Mine,2013,124,MT,4168748,2170
Johnson Mine,2016,12,AL,5870,1727
Kayenta Mine,2004,277,AZ,8180942,2845
Mary Lee # 1 Mine,2014,3,AL,14172,1670
Locust Thicket,2011,43,VA,123531,2946
Orange Strip,2000,34,OH,369513,2414
No. 1,2002,13,WV,227118,1914
Rice #1 (Strip),2007,35,OH,358505,2811
Clinton Surface Mine,2008,8,PA,15745,1628
Skyline Mine #3,2014,267,UT,4170162,2014
Campbells Creek No 7 Mine,2009,102,WV,588305,2724
No 4,2006,33,WV,361179,2110
Bluff Spur Mine,2004,60,VA,605547,2585
North Antelope Rochelle Mine,2012,1346,WY,107639188,2088
Timber Tree #9,2010,4,KY,6308,1474
Access Energy,2011,29,KY,49590,1054
Auger Mine No 6,2004,3,KY,27007,1334
Tamburlin Strip,2016,1,PA,938,1140
Premium II,2004,12,VA,104515,2125
#1 Auger,2004,2,VA,9498,1635
No 1 Auger,2005,3,VA,16597,812
Lv #3 Slope,2000,2,PA,24,60
Belt Mine,2001,11,WV,75185,1967
Sands Hill Strip,2011,60,OH,890438,2461
Culver Mine,2011,18,OK,75074,2218
No 1 Deep Mine,2002,46,WV,277700,2332
Mine No. 2,2012,12,VA,8851,499
Bucy Job,2013,9,WV,95428,1465
Deep Mine No 8,2011,75,WV,304543,2465
No 130 Mine,2005,55,WV,351415,1703
Hampshire Hill Strip,2005,4,WV,73403,2093
Wakenva Prep Plant,2014,3,VA,41976,801
RCR #1,2005,15,VA,220830,2176
Lowry Mine,2014,15,PA,215834,2343
Roy #2,2008,1,PA,599,848
No. 1,2003,11,VA,53836,1820
ADDCAR System 18 HWM Serial No 23018,2005,33,AR,2030594,2404
Stockton Mine,2007,21,PA,72407,2007
Milestone Pit #1,2003,7,PA,11255,1316
Mine No 3,2001,26,VA,241813,1479
No 37,2001,5,KY,8971,347
ROCO #6,2007,19,KY,36435,985
#1,2007,2,KY,490,520
Mine No. 25,2005,60,KY,46193,192
Highwall Miner #12,2015,8,KY,51135,1415
Swan Pond,2017,9,KY,767,1660
#5,2011,46,KY,255070,2492
D-28 Huff Creek,2018,111,KY,162515,1780
Thunder Ridge,2005,98,KY,1022276,2656
Job #3,2010,33,MD,405737,1928
Carlisle Mine,2010,248,IN,3046605,2508
Prairie Eagle-Underground,2010,97,IL,1573202,2125
Loves Branch-H4,2000,64,KY,192289,619
Ancient Sun Strip Saylor-McKinney,2000,3,PA,15339,1825
Nowacki Coal Company Slope,2000,2,PA,1092,463
Stockburg No 2,2005,82,WV,721237,2533
Pleasant Hill Mine,2008,111,WV,392028,2043
Wyodak Mine,2001,37,WY,3518160,1743
Aracoma Alma Mine #1,2018,133,WV,597697,1982
Crawdad No 1 Mine,2005,34,WV,383746,2101
Antelope Coal Mine,2012,527,WY,34316314,2073
Dry Fork Mine,2006,60,WY,5860998,2227
Keck Strips,2014,3,PA,8976,1053
Calvert Mine,2015,85,TX,2079570,2285
Mine No 1,2001,23,KY,66254,2393
Mine #1,2009,54,KY,203763,2520
K-5 Surface Mine,2003,34,KY,192547,1056
Harlan Strip #1,2010,23,KY,99595,2858
Rock Crusher Plant Site,2010,2,KY,5554,120
Spruce Pine,2018,30,KY,159261,2303
Long Fork Surface No.12,2017,16,KY,104837,2843
No. 1,2012,15,KY,142358,2050
Black Pearl Mining Inc No 3 ,2016,7,KY,17112,549
No 5,2003,19,KY,185661,2071
Mine No. 1,2016,192,IL,3017507,2134
"River Hill Coal Co., Inc.",2002,40,PA,329414,1952
No. 3,2003,15,TN,8439,1173
Lawson Hollow Surface Mine,2003,31,VA,106339,745
Mine No 8 A,2003,8,VA,40126,766
Kemmerer Mine,2000,266,WY,3725982,1652
Low Gap Surface Mine,2002,72,WV,654975,2660
Freelandville East,2012,20,IN,326835,2245
Freelandville Mine,2014,4,IN,8025,975
Redbank Creek Mine,2006,16,OK,15207,2125
Bennoc Inc.,2001,21,OH,15650,798
Fairview No 1 Strip,2001,3,PA,22764,2676
Mine No. 20,2004,63,KY,415104,884
No. 1,2004,3,KY,716,445
Bear Branch Mine,2013,8,KY,226501,2068
No 4,2004,27,KY,78034,789
Garmantown Mine,2002,3,PA,27654,3157
Hobet Mine,2002,326,WV,5031770,2189
Sheep Fork Surface Mine,2002,22,KY,169580,1690
Cambria # 1,2002,18,IL,276299,2191
Low Splint A Mine,2007,23,VA,196686,2165
Lower War Eagle,2014,176,WV,757030,2472
Dilworth Mine,2006,3,AL,8439,852
Bear Creek,2010,15,AL,39301,859
Foidel Creek Mine,2010,379,CO,7727004,2053
Poplar Ridge No 1 Deep Mine,2011,114,WV,1128640,1823
G-2 Auger,2005,2,WV,5415,569
Horse Creek Eagle,2011,83,WV,379095,2267
Wildcat Surface Mine,2006,35,WV,522526,2587
Whitetail Kittanning Mine,2008,261,WV,1119538,2306
Buckskin Mine,2016,133,WY,7130578,2183
Stitt,2008,2,PA,4459,451
EPB Strip,2003,18,PA,283456,2513
Shawver Operation,2015,13,PA,47882,1856
Strip #1,2012,31,TN,190068,2590
Crosscreek Mine,2009,16,WV,70408,1269
Fork Creek No 1,2012,142,WV,787370,2444
GLR #2,2004,3,PA,20487,1496
Calvary No 81,2011,113,KY,441383,2554
Mine #1,2008,156,KY,1333740,2519
Mine No. 3,2009,12,VA,12291,1103
Sigmon Strip #23,2009,48,VA,307685,2727
No 10 Slope,2000,4,PA,5438,908
Riola Complex Vermilion Grove Portal,2009,81,IL,214627,1168
Tiller No 1,2006,90,VA,772061,2639
AHM Magoffin #1,2013,5,KY,107272,1699
Slab Fork,2000,40,WV,593380,2055
Silver Creek Mine,2002,52,VA,251867,1417
T.J.S. No. 6 Mine,2008,27,PA,149031,1556
Clearfield Co Strips,2000,10,PA,146261,2919
Ku #1,2000,44,KY,674008,2688
Morris Ridge Strip,2001,10,PA,42806,2041
No 2,2001,14,VA,54997,1291
T J #1,2001,4,PA,10617,1678
Coal Hollow Mine,2010,12,KY,83071,1736
Josie Mine #2,2016,6,KY,4085,2291
E3-1,2004,24,KY,61713,1198
Dry Branch ,2010,44,KY,282454,2263
Louden Mine,2009,25,KY,21567,654
No. 1,2012,3,KY,20064,752
"BSD 1,LLC",2005,40,KY,219812,1735
UZ,2006,83,KY,614163,2789
Harlan Strip #1,2012,27,KY,93899,1977
#1,2007,20,KY,17689,385
Sturgeon Freeman Fork,2008,8,KY,81465,2680
Highwall Miner #12,2017,5,KY,91823,2619
Jarisa Cave Spur Mine,2004,33,KY,389661,2502
No. 75,2006,75,KY,584726,2903
Panther Mine No. 3,2002,20,AL,41367,844
BRC Alabama No. 7 LLC,2009,2,AL,9103,521
Gooden Creek II ,2017,5,AL,4340,2160
Narley Mine,2015,39,AL,136303,2289
Hilsmeyer Mine,2017,11,IN,117568,2506
Pike No. 2 Mine,2003,137,IN,2020113,2326
Falkirk Mine,2008,273,ND,7532993,1970
Acosta Mine III,2008,7,PA,10323,579
Beury Mountain Mine No 2,2007,4,WV,6814,1274
Brushy Eagle,2006,52,WV,563237,2382
"Black Castle Mining Company, LLC",2003,19,WV,451804,2539
Mine No. 36,2003,18,WV,95865,2449
Pinnacle Mine,2015,379,WV,2406437,2238
Kimble/Stark,2007,6,OH,34861,2081
Toby Mine,2004,4,PA,19213,2479
No 1 Dredge,2008,4,KY,2461,297
No 1 Strip,2010,27,MD,85930,1695
Pattiki ,2010,258,IL,1657057,2219
Black Hawk,2018,21,IL,265866,1448
Tuscarora Mines & Minerals Corporation,2006,2,PA,9821,2080
Deep Mine #28,2002,22,VA,109076,1975
Prairie Eagle South Underground Mine,2010,39,IL,843955,2820
Wymps Gap Surface Coal Mine,2003,4,PA,8439,730
Hawkins Refuse Site,2009,4,PA,17505,1920
Garmantown Mine,2000,7,PA,64628,2563
Mine No 2,2000,30,WV,105962,2069
S-25 Foresters Spur,2002,24,KY,215380,2618
Thomas Mine,2012,8,PA,113789,2392
No 2,2006,12,KY,13277,329
Samuel Mine,2013,22,KY,53140,1272
Grape Creek No. 1,2010,20,KY,50884,1797
Emma HWM #1,2015,4,KY,12449,1235
Dewitt Job,2006,26,KY,103851,2177
Savage Mine,2002,11,MT,328081,1860
Bear Creek,2013,13,AL,87587,2246
Lounder Mine & Bare #2 Mine,2014,9,PA,126868,2732
Bottom Split Slope,2008,5,PA,5448,1242
Tiche Mine #1,2008,4,PA,13238,1967
D-16,2009,31,VA,140301,2457
Hamilton Shop,2003,23,PA,150612,2096
Weslo - Happy Hollow,2000,5,KY,22252,640
Primrose Slope,2003,4,PA,7215,1440
Lenig Tunnel,2004,4,PA,2505,1665
No 2 Slope,2005,3,PA,5827,1713
Big Branch,2006,14,VA,46032,1431
Highwall Miner No.1,2010,15,WV,28007,694
Chas #8 HWM,2001,8,KY,8381,467
Wildcat Hills Mine - Cottage Grove Pit,2001,126,IL,2604265,2772
No. 2,2004,5,KY,189,332
No. 7,2004,6,KY,50414,2288
Seco Mine 1,2004,2,KY,9989,867
Upper Big Branch Mine-South,2008,150,WV,363923,2599
MINE FOUR LLC,2012,9,WV,9056,2505
Rough Creek Mine,2012,146,KY,901849,2562
Mine #3,2002,28,KY,209543,1257
Sulphur Springs Strip,2015,60,TX,511938,1809
RCR #1,2008,8,VA,35370,1772
Genie Stripping,2012,6,PA,23495,2258
Mountaineer Pocahontas No 3 Mine ,2013,39,WV,117806,1998
Grassy Creek No 1,2003,31,WV,283904,2200
Mine No. 6,2010,15,WV,46007,1765
Harris Branch/Tackett Creek Surface Mine,2004,15,TN,106585,2282
Strip #14,2011,59,VA,259341,2515
Locust Summit Strip,2000,2,PA,27061,2368
Newhall Surface Mine,2010,4,WV,79574,2300
Brink,2009,5,PA,8302,640
Tatum Strip Mine,2008,81,TX,1792031,2091
Jim Bridger Mine,2004,297,WY,5597531,1914
Belle Ayr Mine,2011,343,WY,24582007,2152
#1,2005,20,KY,83328,1917
Coshocton Strip,2001,3,OH,56459,2602
Patoka River,2001,34,IN,985166,2764
Gabes Creek,2007,28,KY,330849,2702
Putney Darby Mine #1,2018,36,KY,138423,831
S-28 Lewis Creek ,2012,12,KY,19503,3582
Sandy Flat,2002,2,PA,6451,2218
Pratt No. 1 Mine,2000,22,AL,72471,1856
R F #3 Elkhorn,2000,11,KY,27459,573
Beth #2,2004,1,PA,554,1672
Hunter Peerless Mine,2010,69,WV,658855,2119
Double Camp No. 1,2012,22,WV,52441,1519
Aracoma Alma Mine #1,2013,205,WV,1061749,2313
Surface/HM-2,2001,14,TN,4972,547
No 2,2009,9,KY,19191,1755
Jakes Branch Job,2014,28,KY,267950,3096
Mine #28,2006,25,KY,65651,2918
Noble Mine #2,2012,5,KY,34882,1600
Caney Shaft Surface,2011,21,KY,30167,425
No 4,2005,37,KY,382177,2620
Noble Mine #1,2004,4,KY,15501,680
Mine #3,2004,34,KY,243854,1382
No 30 Auger,2003,3,KY,1711,112
Skyway III Mine,2017,11,WV,18166,1932
Briar Mountain Surface Mine,2011,4,WV,40407,2032
Eagle #1 Mine,2009,26,WV,16512,781
Mine No 1,2012,100,WV,741923,2564
Smith Mine,2003,2,PA,4059,1402
Mine 84,2009,193,PA,514047,1549
Surface/HM-2,2008,35,TN,155895,2539
WV-3 Surface Mine,2002,22,WV,16206,141
Reese No 1 & 2 Strip,2007,1,PA,4203,1726
Black Creek #15 Strip,2004,45,VA,208490,2039
Quincy Manufactured Home Park,2001,24,WV,424010,1995
Milnesville #7,2001,1,PA,165,203
Auger Mine No 1,2009,3,VA,7451,1015
No. 1 Wallins,2003,9,KY,27648,1279
Redhawk #4 Mine,2014,38,KY,149094,2184
Spurlock #4 Surface Mine,2016,24,KY,263184,1817
Black Light Energy ,2006,19,KY,95770,2651
Cm&E #3,2007,22,KY,123501,2684
No 2,2005,5,KY,6500,96
Merritt Rogers Mine,2002,19,AL,133039,2008
Jesse Creek H.W.M.,2013,7,AL,38857,1587
